"P1","P2","Rounds","Rounds","P1 Mean","P2 Mean","0-00","0-01","0-01","0-11","1-00","1-01","1-00","1-11","cov(p1,p2)",,,,,,,,,,,,,,,,,,,,,
5983,2676,3993,3993,0.433367,0.427856,0.000000,0.000000,0.000000,0.000000,0.021277,0.001092,0.045455,0.001344,0.006512,,,,,,,,,,,,,,,,,,,,,
2676,4205,522,522,0.944338,0.925144,0.000000,0.000000,0.000000,0.000000,0.333333,0.052632,0.052632,0.002222,0.010943,,,,,,,,,,,,,,,,,,,,,
2676,4231,818,818,0.926561,0.897185,0.000000,0.000000,0.000000,0.000000,0.500000,0.018182,0.017857,0.001555,-0.001638,,,,,,,,,,,,,,,,,,,,,
2676,4379,936,936,0.043850,0.034225,0.000000,0.000000,0.000000,0.000000,0.034483,0.500000,0.500000,0.142857,0.009196,,,,,,,,,,,,,,,,,,,,,
2676,6699,54,54,0.867925,0.867925,0.000000,0.000000,0.000000,0.000000,1.000000,0.333333,0.500000,0.025641,0.034242,,,,,,,,,,,,,,,,,,,,,
2676,7373,252,252,0.470120,0.617530,0.000000,0.000000,0.000000,0.000000,0.038462,0.030303,0.125000,0.020000,0.017612,,,,,,,,,,,,,,,,,,,,,
2676,7389,186,186,0.918919,0.881081,"NaN","NaN",0.000000,0.000000,"NaN",0.066667,0.071429,0.007143,-0.005289,,,,,,,,,,,,,,,,,,,,,
2676,7506,843,843,0.052257,0.027316,0.000000,0.000000,0.000000,0.000000,0.030303,1.000000,0.333333,0.166667,0.008075,,,,,,,,,,,,,,,,,,,,,
2676,8322,23,23,0.272727,0.545455,0.000000,0.000000,0.000000,0.000000,0.500000,1.000000,1.000000,1.000000,-0.005929,,,,,,,,,,,,,,,,,,,,,
4035,6152,843,843,0.891924,0.939430,"NaN",0.000000,0.000000,0.000000,0.166667,0.012987,0.025000,0.001595,0.001574,,,,,,,,,,,,,,,,,,,,,
4035,6612,443,443,0.776018,0.760181,0.000000,0.000000,0.000000,0.000000,0.066667,0.014493,0.014493,0.005291,-0.013922,,,,,,,,,,,,,,,,,,,,,
4035,7025,364,364,0.851240,0.829201,0.000000,0.000000,0.000000,0.000000,0.125000,0.027027,0.022727,0.004566,0.004079,,,,,,,,,,,,,,,,,,,,,
4035,8200,1368,1368,0.763716,0.693489,0.000000,0.000000,0.000000,0.000000,0.012048,0.006944,0.004902,0.001634,0.024525,,,,,,,,,,,,,,,,,,,,,
4035,9177,488,488,0.800821,0.788501,"NaN",0.000000,0.000000,0.000000,0.071429,0.014706,0.013514,0.004292,-0.012085,,,,,,,,,,,,,,,,,,,,,
4035,5396,57,57,0.464286,0.125000,0.000000,"NaN",0.000000,"NaN",0.111111,"NaN",0.111111,0.142857,0.067982,,,,,,,,,,,,,,,,,,,,,
4035,1194,1143,1143,0.753940,0.684764,0.000000,0.000000,0.000000,0.000000,0.014706,0.007353,0.005102,0.002174,0.004321,,,,,,,,,,,,,,,,,,,,,
4035,8608,908,908,0.721058,0.667034,0.000000,0.000000,0.000000,0.000000,0.014085,0.008403,0.006579,0.003215,-0.004145,,,,,,,,,,,,,,,,,,,,,
7812,4035,37,37,0.083333,0.361111,0.000000,0.000000,"NaN",0.000000,"NaN",1.000000,"NaN",1.000000,0.054054,,,,,,,,,,,,,,,,,,,,,
4035,2476,402,402,0.790524,0.793017,"NaN",0.000000,0.000000,0.000000,0.058824,0.020408,0.020408,0.004975,"5.955261100978954E-4",,,,,,,,,,,,,,,,,,,,,
4035,6780,2035,2034,0.387906,0.050147,0.000000,0.000000,0.000000,0.000000,0.002188,0.058824,0.003460,0.040000,0.008581,,,,,,,,,,,,,,,,,,,,,
4035,8650,715,715,0.796919,0.782913,0.000000,0.000000,0.000000,0.000000,0.034483,0.011364,0.010753,0.002793,0.001604,,,,,,,,,,,,,,,,,,,,,
4035,8582,807,807,0.650124,0.496278,0.000000,0.000000,0.000000,0.000000,0.008333,0.013889,0.006250,0.005848,0.022671,,,,,,,,,,,,,,,,,,,,,
4035,9008,2740,2740,0.609712,0.436291,0.000000,0.000000,0.000000,0.000000,0.002597,0.003676,0.001692,0.002375,"2.4117705060453253E-4",,,,,,,,,,,,,,,,,,,,,
4035,1365,67,67,0.954545,0.984848,"NaN","NaN","NaN",0.000000,"NaN",0.333333,1.000000,0.017241,0.013342,,,,,,,,,,,,,,,,,,,,,
4400,4035,379,379,0.756614,0.775132,0.000000,0.000000,0.000000,0.000000,"NaN",0.016949,"NaN",0.004425,0.028828,,,,,,,,,,,,,,,,,,,,,
4035,9784,104,103,0.844660,0.873786,0.000000,"NaN","NaN",0.000000,0.125000,0.166667,0.333333,0.014493,0.084578,,,,,,,,,,,,,,,,,,,,,
4035,1378,573,573,0.849650,0.825175,0.000000,0.000000,0.000000,0.000000,0.076923,0.017857,0.015385,0.002849,0.008155,,,,,,,,,,,,,,,,,,,,,
4035,7334,3944,3944,0.798884,0.781892,0.000000,0.000000,0.000000,0.000000,0.005747,0.002024,0.001783,"5.208333333333333E-4",0.007270,,,,,,,,,,,,,,,,,,,,,
4035,1513,317,317,0.373418,0.063291,0.000000,0.000000,0.000000,0.000000,0.015625,0.500000,0.024390,0.100000,0.014415,,,,,,,,,,,,,,,,,,,,,
4035,4678,142,142,0.879433,0.858156,0.000000,0.000000,0.000000,0.000000,0.333333,0.090909,0.066667,0.010638,0.016582,,,,,,,,,,,,,,,,,,,,,
4035,1281,500,500,0.811623,0.771543,0.000000,0.000000,0.000000,0.000000,0.062500,0.016393,0.012500,0.004049,-0.001703,,,,,,,,,,,,,,,,,,,,,
4035,7558,1487,1487,0.790713,0.771871,0.000000,0.000000,0.000000,0.000000,0.020833,0.004739,0.004329,0.001462,-0.009649,,,,,,,,,,,,,,,,,,,,,
4035,4100,364,363,0.752066,0.716253,0.000000,0.000000,0.000000,0.000000,0.028571,0.050000,0.030303,0.005435,0.074380,,,,,,,,,,,,,,,,,,,,,
4035,7170,1337,1337,0.900449,0.959581,0.000000,0.000000,0.000000,0.000000,0.100000,0.009524,0.033333,"9.46073793755913E-4",0.007102,,,,,,,,,,,,,,,,,,,,,
4035,8655,769,769,0.830729,0.819010,0.000000,0.000000,0.000000,0.000000,0.047619,0.012821,0.011364,0.002222,0.010613,,,,,,,,,,,,,,,,,,,,,
4035,4166,3657,3657,0.800328,0.785832,0.000000,0.000000,0.000000,0.000000,0.007752,0.002278,0.002123,"5.302226935312832E-4",0.006916,,,,,,,,,,,,,,,,,,,,,
4035,5209,456,456,0.384615,0.048352,0.000000,0.000000,0.000000,0.000000,0.009804,0.333333,0.015873,0.166667,0.007818,,,,,,,,,,,,,,,,,,,,,
4035,9992,43,43,0.738095,0.690476,"NaN",0.000000,0.000000,0.000000,0.250000,0.250000,0.142857,0.066667,0.026024,,,,,,,,,,,,,,,,,,,,,
4035,5983,179,179,0.707865,0.702247,0.000000,0.000000,0.000000,0.000000,0.071429,0.043478,0.040000,0.015873,0.005681,,,,,,,,,,,,,,,,,,,,,
4035,4205,984,984,0.820956,0.806714,0.000000,0.000000,0.000000,0.000000,0.029412,0.009174,0.007874,0.001866,0.002689,,,,,,,,,,,,,,,,,,,,,
4035,4231,186,186,0.881081,0.854054,"NaN",0.000000,0.000000,0.000000,0.166667,0.090909,0.058824,0.007813,0.019122,,,,,,,,,,,,,,,,,,,,,
4035,4379,847,847,0.380615,0.048463,0.000000,0.000000,0.000000,0.000000,0.005464,0.142857,0.008772,0.058824,0.005217,,,,,,,,,,,,,,,,,,,,,
4035,6699,963,963,0.827443,0.819127,0.000000,0.000000,0.000000,0.000000,0.034483,0.009346,0.008197,0.001862,0.001717,,,,,,,,,,,,,,,,,,,,,
4035,7373,1502,1502,0.784144,0.738841,0.000000,0.000000,0.000000,0.000000,0.017544,0.004902,0.003846,0.001527,-0.009352,,,,,,,,,,,,,,,,,,,,,
4035,7389,1810,1810,0.808181,0.788834,0.000000,0.000000,0.000000,0.000000,0.018182,0.004149,0.003717,0.001116,-0.008644,,,,,,,,,,,,,,,,,,,,,
4035,7506,607,607,0.334983,0.042904,0.000000,0.000000,0.000000,0.000000,0.007874,0.250000,0.015873,0.125000,0.008754,,,,,,,,,,,,,,,,,,,,,
4035,8322,271,271,0.659259,0.514815,0.000000,0.000000,0.000000,0.000000,0.041667,0.029412,0.017241,0.016393,0.010004,,,,,,,,,,,,,,,,,,,,,
6152,6612,431,431,0.955814,0.930233,"NaN","NaN",0.000000,0.000000,"NaN",0.052632,0.038462,0.002740,-0.001020,,,,,,,,,,,,,,,,,,,,,
7025,6152,303,303,0.966887,0.986755,"NaN","NaN",0.000000,0.000000,"NaN",0.100000,"NaN",0.003559,0.002710,,,,,,,,,,,,,,,,,,,,,
6152,8200,95,95,0.978723,0.957447,"NaN","NaN",0.000000,0.000000,"NaN",0.500000,0.333333,0.011628,0.008959,,,,,,,,,,,,,,,,,,,,,
9177,6152,27,27,0.846154,0.923077,"NaN","NaN",0.000000,0.000000,"NaN",0.250000,1.000000,0.062500,0.017094,,,,,,,,,,,,,,,,,,,,,
6152,5396,1695,1695,0.111570,0.032468,0.000000,0.000000,0.000000,"NaN",0.020408,0.023810,0.011628,0.090909,0.002873,,,,,,,,,,,,,,,,,,,,,
1194,6152,2965,2965,0.397773,0.445682,0.000000,0.000000,0.000000,0.000000,0.012500,0.002667,0.076923,0.001408,0.112928,,,,,,,,,,,,,,,,,,,,,
6152,8608,1110,1110,0.899910,0.811542,0.000000,0.000000,0.000000,0.000000,0.500000,0.012346,0.008475,0.001256,0.002535,,,,,,,,,,,,,,,,,,,,,
7812,6152,22,22,0.095238,0.190476,0.000000,0.000000,0.000000,"NaN","NaN","NaN","NaN",1.000000,0.030303,,,,,,,,,,,,,,,,,,,,,
2476,6152,172,172,0.959064,0.976608,"NaN","NaN",0.000000,0.000000,"NaN",0.142857,"NaN",0.006410,0.004488,,,,,,,,,,,,,,,,,,,,,
6152,6780,1917,1916,0.958246,0.938413,0.000000,0.000000,0.000000,0.000000,0.015873,0.071429,0.019231,"5.861664712778429E-4",0.031822,,,,,,,,,,,,,,,,,,,,,
8650,6152,2322,2322,0.934080,0.956053,0.000000,0.000000,0.000000,0.000000,0.500000,0.007407,0.166667,"4.940711462450593E-4",0.004381,,,,,,,,,,,,,,,,,,,,,
6152,8582,1239,1239,0.249596,0.400646,0.000000,0.000000,0.000000,0.000000,0.045455,0.005848,0.016129,0.018868,-0.005412,,,,,,,,,,,,,,,,,,,,,
9008,6152,296,296,0.664407,0.722034,0.000000,0.000000,0.000000,0.000000,0.062500,0.015385,0.019608,0.015625,-0.027256,,,,,,,,,,,,,,,,,,,,,
6152,1365,1315,1315,0.926941,0.895738,0.000000,0.000000,0.000000,0.000000,0.166667,0.021277,0.014286,"9.140767824497258E-4",0.027261,,,,,,,,,,,,,,,,,,,,,
4400,6152,784,784,0.942529,0.968072,0.000000,"NaN",0.000000,0.000000,"NaN",0.022727,"NaN",0.001443,"6.059895222456796E-4",,,,,,,,,,,,,,,,,,,,,
9784,6152,178,179,0.937853,0.943503,0.000000,0.000000,"NaN",0.000000,0.200000,0.250000,0.250000,0.006579,0.035358,,,,,,,,,,,,,,,,,,,,,
6152,1378,2095,2095,0.963228,0.933620,"NaN",0.000000,0.000000,0.000000,0.500000,0.013514,0.008772,"5.47645125958379E-4",-0.001057,,,,,,,,,,,,,,,,,,,,,
7334,6152,2162,2162,0.397038,0.314669,0.000000,0.000000,0.000000,0.000000,0.004630,0.008000,0.004444,0.003425,0.079657,,,,,,,,,,,,,,,,,,,,,
6152,1513,135,135,0.925373,0.932836,0.000000,0.000000,0.000000,0.000000,"NaN",0.166667,0.333333,0.008772,0.016307,,,,,,,,,,,,,,,,,,,,,
4678,6152,2023,2023,0.909990,0.948566,0.000000,0.000000,0.000000,0.000000,0.333333,0.006803,0.125000,"5.94883997620464E-4",0.009645,,,,,,,,,,,,,,,,,,,,,
6152,1281,678,678,0.946824,0.816839,"NaN",0.000000,0.000000,0.000000,0.500000,0.030303,0.009901,0.001984,-0.005645,,,,,,,,,,,,,,,,,,,,,
7558,6152,1139,1139,0.913884,0.938489,0.000000,0.000000,0.000000,0.000000,0.333333,0.013699,1.000000,0.001040,0.015667,,,,,,,,,,,,,,,,,,,,,
4100,6152,2402,2403,0.489379,0.090379,0.000000,0.000000,0.000000,0.000000,0.001572,0.041667,0.002653,0.007246,0.021178,,,,,,,,,,,,,,,,,,,,,
6152,7170,1452,1452,0.964852,0.973811,0.000000,0.000000,0.000000,0.000000,"NaN",0.020833,0.034483,"7.564296520423601E-4",0.001105,,,,,,,,,,,,,,,,,,,,,
8655,6152,432,432,0.944316,0.967517,"NaN",0.000000,0.000000,0.000000,"NaN",0.043478,"NaN",0.002611,"3.0613560195927016E-4",,,,,,,,,,,,,,,,,,,,,
4166,6152,673,673,0.952381,0.968750,"NaN","NaN",0.000000,0.000000,"NaN",0.031250,0.500000,0.001653,"-1.1719026392131961E-4",,,,,,,,,,,,,,,,,,,,,
5209,6152,265,265,0.060606,0.079545,0.000000,0.000000,0.000000,0.000000,0.125000,"NaN",0.500000,0.200000,0.021712,,,,,,,,,,,,,,,,,,,,,
9992,6152,188,188,0.272727,0.288770,0.000000,0.000000,0.000000,0.000000,1.000000,0.125000,0.500000,0.025641,0.151610,,,,,,,,,,,,,,,,,,,,,
5983,6152,3568,3568,0.395010,0.389683,0.000000,0.000000,0.000000,0.000000,0.020000,0.004386,0.125000,"8.9126559714795E-4",0.170196,,,,,,,,,,,,,,,,,,,,,
6152,4205,819,819,0.960880,0.937653,0.000000,"NaN",0.000000,0.000000,1.000000,0.033333,0.024390,0.001403,0.001106,,,,,,,,,,,,,,,,,,,,,
6152,4231,983,983,0.958248,0.930754,0.000000,0.000000,0.000000,0.000000,1.000000,0.031250,0.019231,0.001170,0.006163,,,,,,,,,,,,,,,,,,,,,
4379,6152,688,688,0.027656,0.064047,0.000000,0.000000,0.000000,0.000000,0.071429,0.333333,1.000000,1.000000,0.001142,,,,,,,,,,,,,,,,,,,,,
6152,6699,657,657,0.952744,0.920732,0.000000,"NaN",0.000000,0.000000,1.000000,0.038462,0.026316,0.001789,0.005211,,,,,,,,,,,,,,,,,,,,,
7373,6152,354,354,0.677054,0.739377,0.000000,0.000000,0.000000,0.000000,0.076923,0.017544,0.025641,0.007752,0.016397,,,,,,,,,,,,,,,,,,,,,
7389,6152,708,708,0.905233,0.942008,0.000000,0.000000,0.000000,0.000000,1.000000,0.019231,0.500000,0.001712,0.014096,,,,,,,,,,,,,,,,,,,,,
6152,7506,338,338,0.513353,0.302671,0.000000,0.000000,0.000000,0.000000,0.333333,0.200000,0.014085,0.010753,0.124015,,,,,,,,,,,,,,,,,,,,,
8322,6152,4857,4857,0.298806,0.089992,0.000000,0.000000,0.000000,0.000000,0.003663,0.037037,0.001079,0.004484,0.023363,,,,,,,,,,,,,,,,,,,,,
7025,6612,448,448,0.583893,0.590604,0.000000,0.000000,0.000000,0.000000,0.500000,0.006993,0.333333,0.008929,-0.080097,,,,,,,,,,,,,,,,,,,,,
8200,6612,58,58,0.947368,0.912281,"NaN",0.000000,"NaN",0.000000,1.000000,1.000000,0.333333,0.020833,0.027828,,,,,,,,,,,,,,,,,,,,,
9177,6612,176,176,0.565714,0.571429,0.000000,0.000000,0.000000,0.000000,1.000000,0.018868,"NaN",0.022727,-0.058571,,,,,,,,,,,,,,,,,,,,,
6612,5396,196,196,0.076923,0.051282,0.000000,"NaN",0.000000,"NaN",0.333333,0.250000,1.000000,0.166667,0.026845,,,,,,,,,,,,,,,,,,,,,
1194,6612,1532,1532,0.380144,0.399086,0.000000,0.000000,0.000000,0.000000,0.033333,0.002506,0.142857,0.006849,-0.044491,,,,,,,,,,,,,,,,,,,,,
8608,6612,478,478,0.668763,0.668763,0.000000,0.000000,0.000000,0.000000,0.050000,0.009009,0.034483,0.006329,-0.062661,,,,,,,,,,,,,,,,,,,,,
7812,6612,230,230,0.043668,0.091703,0.000000,0.000000,0.000000,0.000000,0.142857,1.000000,"NaN",1.000000,0.009113,,,,,,,,,,,,,,,,,,,,,
2476,6612,50,50,0.530612,0.530612,"NaN","NaN",0.000000,"NaN","NaN",0.045455,"NaN",0.333333,-0.214694,,,,,,,,,,,,,,,,,,,,,
6612,6780,250,249,0.895582,0.919679,"NaN",0.000000,0.000000,0.000000,0.083333,0.083333,0.142857,0.005236,0.043100,,,,,,,,,,,,,,,,,,,,,
8650,6612,1385,1385,0.714595,0.706647,0.000000,0.000000,0.000000,0.000000,0.142857,0.003597,0.035714,0.001481,-0.006047,,,,,,,,,,,,,,,,,,,,,
6612,8582,686,686,0.528467,0.516788,0.000000,0.000000,0.000000,0.000000,0.166667,0.003484,0.111111,0.016949,-0.185116,,,,,,,,,,,,,,,,,,,,,
9008,6612,784,784,0.669221,0.674330,0.000000,0.000000,0.000000,0.000000,0.040000,0.005181,0.006369,0.006757,-0.056064,,,,,,,,,,,,,,,,,,,,,
1365,6612,188,188,0.582888,0.582888,0.000000,0.000000,0.000000,0.000000,0.333333,0.028571,1.000000,0.014493,0.036381,,,,,,,,,,,,,,,,,,,,,
4400,6612,382,382,0.590551,0.595801,0.000000,0.000000,0.000000,0.000000,0.333333,0.009009,0.500000,0.009259,-0.059591,,,,,,,,,,,,,,,,,,,,,
9784,6612,834,835,0.853541,0.829532,0.000000,0.000000,0.000000,0.000000,0.010204,0.066667,0.030303,0.001773,0.100732,,,,,,,,,,,,,,,,,,,,,
6612,1378,1724,1724,0.612304,0.605340,0.000000,0.000000,0.000000,0.000000,0.055556,0.001972,0.045455,0.001972,-0.065736,,,,,,,,,,,,,,,,,,,,,
7334,6612,984,984,0.655137,0.659207,0.000000,0.000000,0.000000,0.000000,0.250000,0.003484,0.015152,0.003484,-0.071310,,,,,,,,,,,,,,,,,,,,,
6612,1513,109,109,0.888889,0.916667,0.000000,"NaN",0.000000,0.000000,"NaN",0.090909,"NaN",0.011905,0.007475,,,,,,,,,,,,,,,,,,,,,
4678,6612,543,543,0.669742,0.666052,0.000000,0.000000,0.000000,0.000000,0.333333,0.007246,0.076923,0.004808,-0.039357,,,,,,,,,,,,,,,,,,,,,
1281,6612,1928,1928,0.795537,0.790348,0.000000,0.000000,0.000000,0.000000,0.029412,0.003021,0.003195,0.001171,-0.023339,,,,,,,,,,,,,,,,,,,,,
7558,6612,113,113,0.553571,0.553571,0.000000,0.000000,0.000000,"NaN",1.000000,0.040000,"NaN",0.028571,0.008771,,,,,,,,,,,,,,,,,,,,,
4100,6612,2012,2013,0.666832,0.660368,0.000000,0.000000,0.000000,0.000000,0.014925,0.026316,0.015385,"8.539709649871904E-4",0.177467,,,,,,,,,,,,,,,,,,,,,
7170,6612,775,775,0.963824,0.941860,0.000000,0.000000,0.000000,0.000000,1.000000,0.043478,0.025641,0.001464,0.004236,,,,,,,,,,,,,,,,,,,,,
8655,6612,1130,1130,0.643047,0.646590,0.000000,0.000000,0.000000,0.000000,0.142857,0.003922,0.090909,0.002212,-0.003551,,,,,,,,,,,,,,,,,,,,,
4166,6612,899,899,0.520045,0.522272,0.000000,0.000000,0.000000,0.000000,0.250000,0.003413,0.111111,0.006250,-0.085334,,,,,,,,,,,,,,,,,,,,,
5209,6612,1467,1467,0.031378,0.066166,0.000000,0.000000,0.000000,0.000000,0.028571,0.250000,0.500000,0.250000,0.002018,,,,,,,,,,,,,,,,,,,,,
9992,6612,3484,3484,0.968418,0.938559,0.000000,0.000000,0.000000,0.000000,0.111111,0.010870,0.005025,"3.255208333333333E-4",0.001192,,,,,,,,,,,,,,,,,,,,,
5983,6612,531,531,0.592453,0.592453,0.000000,0.000000,0.000000,0.000000,0.500000,0.006494,0.125000,0.006711,-0.059773,,,,,,,,,,,,,,,,,,,,,
4205,6612,721,721,0.672222,0.669444,0.000000,0.000000,0.000000,0.000000,0.100000,0.004739,0.125000,0.003937,-0.086891,,,,,,,,,,,,,,,,,,,,,
6612,4231,183,183,0.560440,0.543956,0.000000,0.000000,0.000000,0.000000,0.200000,0.021739,0.500000,0.020833,-0.022969,,,,,,,,,,,,,,,,,,,,,
4379,6612,2094,2094,0.035834,0.063067,0.000000,0.000000,0.000000,0.000000,0.016949,0.500000,1.000000,0.083333,0.005386,,,,,,,,,,,,,,,,,,,,,
6612,6699,992,992,0.823411,0.835520,0.000000,0.000000,0.000000,0.000000,0.500000,0.007092,0.500000,0.001493,0.003939,,,,,,,,,,,,,,,,,,,,,
7373,6612,329,329,0.753049,0.743902,"NaN",0.000000,0.000000,0.000000,0.062500,0.020408,0.022727,0.007299,-0.012760,,,,,,,,,,,,,,,,,,,,,
7389,6612,833,833,0.556490,0.560096,0.000000,0.000000,0.000000,0.000000,0.125000,0.003891,0.200000,0.005208,-0.070929,,,,,,,,,,,,,,,,,,,,,
6612,7506,141,141,0.128571,0.100000,0.000000,"NaN",0.000000,0.000000,0.250000,0.250000,"NaN",0.111111,0.058663,,,,,,,,,,,,,,,,,,,,,
8322,6612,1487,1487,0.658816,0.659489,0.000000,0.000000,0.000000,0.000000,0.010870,0.003155,0.011111,0.002088,-0.046571,,,,,,,,,,,,,,,,,,,,,
7025,8200,188,188,0.919786,0.941176,0.000000,"NaN",0.000000,0.000000,"NaN",0.071429,1.000000,0.006410,0.005234,,,,,,,,,,,,,,,,,,,,,
9177,7025,140,140,0.525180,0.532374,0.000000,0.000000,0.000000,0.000000,"NaN",0.035714,1.000000,0.023256,0.046146,,,,,,,,,,,,,,,,,,,,,
7025,5396,83,83,0.146341,0.121951,0.000000,"NaN",0.000000,"NaN",1.000000,0.250000,"NaN",0.166667,0.055539,,,,,,,,,,,,,,,,,,,,,
7025,1194,40,40,0.615385,0.589744,0.000000,"NaN",0.000000,0.000000,"NaN",0.083333,1.000000,0.100000,-0.071795,,,,,,,,,,,,,,,,,,,,,
7025,8608,3398,3398,0.560495,0.561672,0.000000,0.000000,0.000000,0.000000,0.100000,"8.163265306122449E-4",0.026316,0.001587,-0.123082,,,,,,,,,,,,,,,,,,,,,
7812,7025,95,95,0.042553,0.063830,0.000000,0.000000,0.000000,0.000000,0.500000,"NaN","NaN",1.000000,0.018589,,,,,,,,,,,,,,,,,,,,,
7025,2476,2367,2367,0.628910,0.639053,0.000000,0.000000,0.000000,0.000000,0.333333,0.001898,0.058824,0.001064,0.007392,,,,,,,,,,,,,,,,,,,,,
7025,6780,925,924,0.895022,0.915584,"NaN",0.000000,0.000000,0.000000,0.020408,0.021739,0.037037,0.001420,0.045054,,,,,,,,,,,,,,,,,,,,,
7025,8650,729,729,0.662088,0.678571,0.000000,0.000000,0.000000,0.000000,0.333333,0.005348,0.250000,0.003484,-0.033822,,,,,,,,,,,,,,,,,,,,,
7025,8582,588,588,0.555366,0.560477,0.000000,0.000000,0.000000,0.000000,1.000000,0.004444,0.200000,0.010638,-0.145494,,,,,,,,,,,,,,,,,,,,,
7025,9008,208,208,0.666667,0.681159,0.000000,"NaN",0.000000,0.000000,"NaN",0.016949,1.000000,0.012987,-0.055788,,,,,,,,,,,,,,,,,,,,,
7025,1365,3681,3681,0.471467,0.472283,0.000000,0.000000,0.000000,0.000000,0.040000,0.001209,0.038462,0.001168,0.015710,,,,,,,,,,,,,,,,,,,,,
4400,7025,157,157,0.621795,0.634615,0.000000,0.000000,0.000000,0.000000,"NaN",0.020000,1.000000,0.022222,-0.090805,,,,,,,,,,,,,,,,,,,,,
7025,9784,1069,1068,0.750936,0.771536,0.000000,0.000000,0.000000,0.000000,0.005435,0.026316,0.041667,0.001802,0.144951,,,,,,,,,,,,,,,,,,,,,
7025,1378,1485,1485,0.382749,0.387466,0.000000,0.000000,0.000000,0.000000,0.076923,0.002625,0.111111,0.006098,-0.030278,,,,,,,,,,,,,,,,,,,,,
7025,7334,2770,2770,0.635609,0.642109,0.000000,0.000000,0.000000,0.000000,0.142857,0.001302,0.035714,0.001045,-0.049008,,,,,,,,,,,,,,,,,,,,,
7025,1513,511,511,0.952941,0.968627,0.000000,0.000000,0.000000,0.000000,"NaN",0.045455,"NaN",0.002160,0.002291,,,,,,,,,,,,,,,,,,,,,
7025,4678,539,539,0.433086,0.444238,0.000000,0.000000,0.000000,0.000000,1.000000,0.006849,0.500000,0.012048,-0.032185,,,,,,,,,,,,,,,,,,,,,
7025,1281,2730,2730,0.765848,0.782704,0.000000,0.000000,0.000000,0.000000,0.333333,0.001852,0.045455,"6.561679790026247E-4",-0.018781,,,,,,,,,,,,,,,,,,,,,
7025,7558,3796,3796,0.496443,0.496970,0.000000,0.000000,0.000000,0.000000,0.035714,0.001046,0.028571,0.001157,-0.009761,,,,,,,,,,,,,,,,,,,,,
7025,4100,1658,1657,0.657815,0.668678,0.000000,0.000000,0.000000,0.000000,0.025000,0.016393,0.030303,0.001047,0.182004,,,,,,,,,,,,,,,,,,,,,
7025,7170,146,146,0.158621,0.137931,0.000000,"NaN",0.000000,0.000000,0.333333,0.166667,"NaN",0.076923,0.074823,,,,,,,,,,,,,,,,,,,,,
7025,8655,313,313,0.541667,0.544872,0.000000,0.000000,0.000000,0.000000,0.500000,0.009615,0.500000,0.016667,-0.085863,,,,,,,,,,,,,,,,,,,,,
7025,4166,2314,2314,0.517077,0.510592,0.000000,0.000000,0.000000,0.000000,0.040000,0.001876,0.052632,0.001618,0.010634,,,,,,,,,,,,,,,,,,,,,
7025,5209,561,561,0.066071,0.032143,0.000000,"NaN",0.000000,"NaN",0.058824,0.083333,1.000000,0.166667,0.008594,,,,,,,,,,,,,,,,,,,,,
7025,9992,2,2,1.000000,1.000000,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",0.500000,,,,,,,,,,,,,,,,,,,,,
7025,5983,2366,2366,0.517970,0.520930,0.000000,0.000000,0.000000,0.000000,0.055556,0.001825,0.037037,0.001585,0.009780,,,,,,,,,,,,,,,,,,,,,
7025,4205,38,38,0.702703,0.729730,"NaN","NaN",0.000000,0.000000,"NaN",0.090909,"NaN",0.071429,-0.066856,,,,,,,,,,,,,,,,,,,,,
7025,4231,860,860,0.448196,0.456345,0.000000,0.000000,0.000000,0.000000,0.200000,0.004464,1.000000,0.006494,-0.018031,,,,,,,,,,,,,,,,,,,,,
7025,4379,363,363,0.052486,0.027624,0.000000,"NaN",0.000000,0.000000,0.111111,0.200000,"NaN",0.250000,0.012366,,,,,,,,,,,,,,,,,,,,,
7025,6699,66,66,0.892308,0.923077,"NaN","NaN",0.000000,0.000000,"NaN",0.142857,"NaN",0.020000,0.004196,,,,,,,,,,,,,,,,,,,,,
7025,7373,72,72,0.760563,0.774648,0.000000,0.000000,0.000000,"NaN","NaN",0.071429,"NaN",0.025641,-0.017606,,,,,,,,,,,,,,,,,,,,,
7025,7389,385,385,0.596354,0.593750,0.000000,0.000000,0.000000,"NaN",1.000000,0.012987,1.000000,0.006711,0.034855,,,,,,,,,,,,,,,,,,,,,
7025,7506,217,217,0.101852,0.087963,0.000000,0.000000,0.000000,"NaN",0.333333,0.111111,"NaN",0.111111,0.032749,,,,,,,,,,,,,,,,,,,,,
7025,8322,95,95,0.489362,0.489362,0.000000,0.000000,0.000000,0.000000,"NaN",0.029412,1.000000,0.100000,-0.119933,,,,,,,,,,,,,,,,,,,,,
9177,8200,785,785,0.653061,0.658163,0.000000,0.000000,0.000000,0.000000,0.125000,0.012987,0.333333,0.002364,0.126849,,,,,,,,,,,,,,,,,,,,,
8200,5396,255,255,0.177165,0.086614,0.000000,0.000000,0.000000,0.000000,0.125000,0.090909,0.058824,0.125000,0.020148,,,,,,,,,,,,,,,,,,,,,
1194,8200,1456,1456,0.410309,0.435739,0.000000,0.000000,0.000000,0.000000,0.023810,0.004926,0.142857,0.002907,0.088689,,,,,,,,,,,,,,,,,,,,,
